log_timestamp| session_start| running_time| iteration_start| iteration_end| iteration_duration| data_written| data_failed| memory_usage
2024-08-09 21:49:06.097732|2024-08-09 21:29:07.109696|0:19:47.051131|2024-08-09 21:29:19.039618|2024-08-09 21:49:06.090749|0:19:47.051131|17284|10500|{"init_agent": [213.859375, 16.80860471725464], "write_instruments_table_deribit": [678.4765625, 31.042189359664917], "write_instruments_status": [342.4453125, 216.45105957984924], "write_marketdata_in_db": [695.35546875, 318.8034541606903], "read_last_date_from_index": [2741.30859375, 369.47791147232056], "write_index_data": [2741.44140625, 251.2765166759491]}
2024-08-09 22:23:07.872150|2024-08-09 21:29:07.109696|0:32:03.102617|2024-08-09 22:10:51.809692|2024-08-09 22:23:07.861178|0:12:16.051486|6004|3700|{"init_agent": [213.859375, 16.80860471725464], "write_instruments_table_deribit": [678.4765625, 31.042189359664917], "write_instruments_status": [342.4453125, 216.45105957984924], "write_marketdata_in_db": [1378.3359375, 561.9116332530975], "read_last_date_from_index": [5437.92578125, 689.3279054164886], "write_index_data": [5438.875, 424.36883449554443]}
